,일시,광진구,동대문구,성동구,중랑구,year,month,day,weekday,평균기온(℃),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥),강수량 mm
1416,2021-11-17,9.51,8.166,7.586,5.622,2021,11,17,2,7.5,39.0,19.0,0
1417,2021-11-18,9.598,7.828,7.85,5.428,2021,11,18,3,11.9,56.8,27.4,0
1418,2021-11-19,10.072,8.288,8.346,5.936,2021,11,19,4,12.9,104.0,61.2,0
1419,2021-11-20,8.238,6.54,6.042,4.914,2021,11,20,5,10.4,133.6,89.4,0
1420,2021-11-21,6.226,5.12,4.728,3.912,2021,11,21,6,10.4,120.6,85.8,5.9
1421,2021-11-22,6.234,5.7,5.058,3.75,2021,11,22,0,2.7,42.4,14.2,1.3
1422,2021-11-23,6.186,5.7,4.918,3.784,2021,11,23,1,-0.6,28.0,9.8,0
1423,2021-11-24,7.268,6.636,6.166,4.444,2021,11,24,2,4.1,25.4,10.8,0
1424,2021-11-25,7.666,6.834,6.7,4.69,2021,11,25,3,5.7,46.6,18.8,0
1425,2021-11-26,7.408,6.27,6.242,4.472,2021,11,26,4,2.9,24.4,11.6,0
1426,2021-11-27,6.572,5.17,5.182,3.982,2021,11,27,5,3.4,35.4,19.8,0
1427,2021-11-28,6.248,5.1,4.806,3.736,2021,11,28,6,5.1,44.2,29.8,0
1428,2021-11-29,8.454,7.214,6.676,4.972,2021,11,29,0,7.6,52.4,35.0,0
1429,2021-11-30,2.648,2.326,1.784,1.506,2021,11,30,1,5.7,24.2,15.8,27.2
1430,2021-12-01,5.412,4.854,4.224,3.252,2021,12,1,2,-1.3,17.6,9.4,0
1431,2021-12-02,6.152,4.94,4.85,3.268,2021,12,2,3,1.3,23.0,13.0,0.1
1432,2021-12-03,6.342,5.55,4.888,3.632,2021,12,3,4,1.9,20.6,8.6,0.4
1433,2021-12-04,5.46,4.492,3.786,3.462,2021,12,4,5,1.4,25.0,14.0,0
1434,2021-12-05,5.494,4.478,4.098,3.536,2021,12,5,6,2.9,34.0,22.2,0
1435,2021-12-06,7.536,6.586,6.37,4.1,2021,12,6,0,5.4,43.0,26.2,0
1436,2021-12-07,7.892,7.09,6.594,4.536,2021,12,7,1,6.8,47.4,29.6,0
1437,2021-12-08,7.932,7.01,6.516,4.768,2021,12,8,2,6.7,32.4,17.6,0
1438,2021-12-09,8.086,6.898,6.75,4.53,2021,12,9,3,6.5,32.0,17.8,0
1439,2021-12-10,6.766,5.5,5.426,3.65,2021,12,10,4,7.0,29.4,16.6,0.7
1440,2021-12-11,6.562,5.094,4.922,4.006,2021,12,11,5,6.0,66.2,43.4,0
1441,2021-12-12,4.37,3.454,3.168,2.63,2021,12,12,6,1.2,41.0,24.0,0
1442,2021-12-13,5.814,5.174,4.41,3.17,2021,12,13,0,-2.2,23.2,11.4,0
1443,2021-12-14,5.034,4.564,4.036,2.926,2021,12,14,1,3.7,33.8,18.2,1.2
1444,2021-12-15,5.994,4.932,5.016,3.382,2021,12,15,2,7.2,79.8,51.4,2.1
1445,2021-12-16,7.146,6.286,5.894,4.094,2021,12,16,3,6.4,88.8,55.8,0
1446,2021-12-17,4.468,3.74,3.518,2.36,2021,12,17,4,-5.6,36.4,17.6,0
1447,2021-12-18,2.316,1.79,1.64,1.56,2021,12,18,5,-5.7,23.4,11.0,2.8
1448,2021-12-19,1.77,1.682,1.306,1.212,2021,12,19,6,-0.8,32.2,14.2,0.2
1449,2021-12-20,5.364,4.868,4.824,3.132,2021,12,20,0,5.2,55.2,28.6,0
1450,2021-12-21,6.468,5.618,5.328,3.636,2021,12,21,1,5.2,69.0,40.4,0
1451,2021-12-22,6.436,5.612,5.634,3.742,2021,12,22,2,2.2,34.2,17.6,0
1452,2021-12-23,6.668,5.69,5.812,3.898,2021,12,23,3,2.7,45.2,25.8,0
1453,2021-12-24,5.02,4.028,3.99,3.092,2021,12,24,4,-0.3,48.8,31.6,0.2
1454,2021-12-25,1.946,1.474,1.148,1.246,2021,12,25,5,-11.7,24.0,12.8,0
1455,2021-12-26,1.62,1.378,0.992,1.004,2021,12,26,6,-12.1,16.4,8.6,0
1456,2021-12-27,3.83,3.416,2.908,2.35,2021,12,27,0,-7.6,29.6,16.8,0
1457,2021-12-28,4.51,3.89,3.714,2.7,2021,12,28,1,-4.1,49.4,35.4,0
1458,2021-12-29,4.49,3.524,3.66,2.524,2021,12,29,2,0.4,62.0,44.8,0.2
1459,2021-12-30,4.444,3.574,3.53,2.506,2021,12,30,3,-3.9,28.2,14.6,0
1460,2021-12-31,3.616,3.21,2.62,2.146,2021,12,31,4,-6.7,21.8,6.2,0
